id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
LZ07A,XXN8,Bathroom,7,7,Yes,"A person is dressing as the person sits on the chair. Then, standing, the person reaches for their bag and leaves the room.",bag;chair;clothes;jacket,"A person puts some clothes on, and zips it up. A person takes their purse, stands up and walks away.;A person is putting on their jacket and standing up, before leaving the room.",c020 18.80 30.30;c148 0.00 4.50;c059 0.00 21.50;c154 17.50 24.10;c148 0.70 16.00;c001 0.70 16.00;c023 19.40 28.40;c000 0.00 22.00,31.71
XV8CH,ZAWX,Kitchen,6,6,Yes,"A person is cooking at the stove, taking a spoon out of a drawer.  Another person walks in the door and puts their keys on the table.",doorway;food;matches;spoon;stove;table;window,A person is cooking food at a stove while another person walks by and sets something on a table then walks out.;Person light a stove with a match then walk over and get a spoon another person walks out the door.,c009 19.50 26.00;c147 0.00 12.60;c097 16.80 21.60;c092 22.40 29.00,28.21
JCKRL,DXDI,Recreation room / Man cave,5,7,Yes,"A person is walking through a doorway and sneezing, then drinking coffee in a recreation room / man cave.",coffee;cup;doorway;table,A person walks in the room and pulls a coffee cup off a table stands in the room drinking for a moment before replacing the cup on the table.;person walks in through a doorway then grabs a cup of coffee,c106 5.70 33.70;c109 32.00 36.40;c107 4.10 36.00;c110 3.20 36.60;c097 0.00 7.80,35.96
RANB1,DJ17,Bedroom,6,6,Yes,A person is undressing in the mirror while a other person is lying in bed.,bed;chair;clothes;mirror;pillow,"A person sitting in a chair gets undressed while looking in a mirror. They throw their clothes on the bed.;A person is sitting in a chair in front of a table and mirror, taking off a shirt. The person then puts the shirt on a bed.",c096 0.00 34.00;c059 0.00 34.00;c155 0.00 22.00;c003 19.40 25.90;c001 20.70 25.90;c078 19.30 33.60;c134 18.30 34.00;c000 13.00 25.60,32.67
VIKQG,54JK,Living room,7,7,Yes,A person runs into the living room and takes a pair of shoes from under a desk.,shoe,A person runs into the room picks up shoes and runs back out,c056 11.80 20.00;c150 9.50 20.00,19.08
IR7CA,C7O9,Bathroom,5,7,Yes,A person is seen taking a broom to sweep the bathroom. They begin sneezing and start looking inside of a nearby cabinet.,broom;cabinet,A person sweeps a bathroom while sneezing before going through a cabinet.,c102 0.00 15.60;c113 8.20 15.00;c153 2.70 13.20;c100 0.00 4.60;c099 0.00 15.00;c114 11.50 28.50;c098 0.00 14.70,30.25
K2L7F,BPRF,Bathroom,7,6,Yes,"A person brings a broom into the bathroom.  The person sneezes violently three times.  They then lean the broom against the doorknob of the bathroom door, and they lie down on the floor of the bathroom in order to catch their breath from the sneezing.",broom;door;floor,"A person is sneezing while carrying a broom, then lies down on the floor.",c124 14.30 32.00;c098 0.00 16.00;c153 3.00 14.00;c097 3.40 9.30,31.08
JNWX7,G6WD,Kitchen,5,5,Yes,A person grabbing a drink out of the refrigerator. The person closes the door and pours the drink into a glass. The person leaves the glass on the counter.,cup;door;glass;refrigerator;table,A person is walking to the refrigerator and pouring a glass of water then puts it on a shelf.,c108 9.90 36.60;c143 1.90 8.20;c006 37.00 42.80;c109 32.30 39.20;c107 0.10 49.30;c142 36.70 42.80,51.58
WLOCV,5LWB,Bedroom,6,6,Yes,A person is playing peek-a-boo with another person in front of a mirror. They then take selfies in front of the mirror with a camera.,doorway;mirror;phone;picture,"There are two people in this video, one is covering their face while looking into a mirror and the other is holding a camera, holding it backwards while taking a picture of both of them.",c097 11.50 18.90;c015 16.30 35.00;c087 20.00 35.00;c096 15.60 35.00,34.08
94KP4,QB52,Bedroom,4,5,Yes,"A person is standing in the bedroom eating a piece of fruit , they start looking on the table , they turn on the light so they can see better they pick up a book . Smile and leave the room .",book;dish;food;light;table,"A person stands in a room eating some food.  They put the dish down on a table then take a light, turn it on and shine it around the room.  They pick up a book off the bed.;Person walking with a dish in hand eating with a spoon put dish on the table uses a flashlight to shine on a item",c105 16.10 28.10;c009 7.90 12.90;c156 0.00 12.50;c118 0.00 13.20;c119 7.60 13.50;c104 13.90 19.30;c061 0.00 12.00,30.29
1Y5H7,YA10,Laundry room,7,7,Yes,A person is leaving the vacuum in the laundry room.  The person then then starts lying towels down.,clothes;laundry basket;vacuum,A person is putting a vacuum cleaner near the washer and putting clothes in a laundry basket.,c000 9.10 16.30;c001 12.00 22.20;c137 0.00 9.10;c138 2.60 9.40;c004 12.20 29.60,30.83
KW4Y1,ID9V,Hallway,3,6,Yes,"A person is undressing, then putting on clothes, and finally cleaning a mirror in a hallway.",clothes;coat;doorway;mirror,A person walks in to  hall way takes their coat off and puts it back on and pulls the hood up.The person wipes a mirror off in a hall way.,c095 19.70 33.00;c096 4.40 34.70;c148 5.90 26.30;c155 0.00 11.10;c097 0.00 4.10;c000 2.00 17.30,34.38
WYYUD,9Y7F,Bedroom,7,7,Yes,"A person is undressing in bed. Smiling, a person is taking their clothes and putting them in the hamper.",bed;clothes;robe,"A person is laying in a bed and gets undressed and throws their robe.;A person awakens from bed, sits up, undresses, then throws their clothes on a rack.",c134 0.00 13.40;c133 2.50 15.10;c146 2.50 15.10;c003 25.10 31.90;c135 11.40 35.00;c155 9.80 30.10;c155 26.70 35.00,33.58
GKH4A,PKND,Living room,6,7,Yes,"A person is using a vacuum to clean the foor. Then the person is tidying the sofa, taking a bag from the couch and setting it on the floor.",bag;blanket;floor;food;sofa;vacuum,Vacuuming the floor in living room. the one is straightening up the sofa.  then takes food out of a bag,c137 0.00 9.60;c021 22.90 29.10;c063 24.80 33.00;c023 14.40 25.20;c022 21.50 27.90;c070 7.20 16.70;c020 14.10 27.70;c075 6.70 16.80,31.50
FLCZA,Z755,Stairs,1,7,Yes,A person is lying on a blanket after drinking a glass of wine.,bed;blanket;cup;dish;glass,A person is sitting on a bed and then drinks from a cup and then lays down on the bed.,c106 0.00 8.60;c107 0.00 8.60;c119 4.10 8.90;c134 5.10 11.60;c135 0.00 11.10,10.67
1BUFQ,PO5L,Living room,7,7,Yes,"A person is walking back and forth in front of a television. They start sneezing, so they stop and stare at the ceiling to stop the sneezes. It works, so they smile while they sit and draw a picture.",floor;homework;paper;television;televison,A person walks back and forth and then looks up. Then they take a piece of homework and write on it. Then they get back up and leave the room.;A person is walking in front of a televison back and fort then looking up and sitting on the floor to work on homework.,c132 0.00 41.00;c145 21.60 36.90;c125 22.80 38.50;c154 32.70 39.50;c151 22.60 28.80;c115 21.20 39.70;c117 20.60 25.40;c153 9.10 17.30,40.25
KW3BO,DXDI,Laundry room,6,7,Yes,Person is eating box of candy and drinking coffee then starts laughing.,box;cup;food,"A person is standing in front of the laundry room eating something from a box, and taking a drink of water from a cup. The person is moving back and forth and smiling.;A person eats some food and drinks something near a laundry machine",c040 0.00 17.60;c106 6.60 13.10;c109 10.30 15.30;c156 0.00 6.80;c061 0.00 4.10;c042 12.60 17.30;c044 0.00 5.20;c107 5.90 15.00;c110 4.70 10.30;c149 11.00 23.90;c063 0.00 6.50;c152 11.20 28.50;c062 12.90 18.00,28.00
CO1S9,DXDI,Pantry,7,7,Yes,"One person walks into the pantry, grasps a box and a bag, then runs out.",bag;box;food,A person removes a box and a bag from an open cabinet before leaving the room.,c043 1.70 8.00;c023 3.90 10.00;c150 6.70 12.70;c063 2.60 7.40;c061 2.80 12.90,12.88
N588B,WQ8Z,Hallway,4,6,Yes,"A person is in a hallway putting a camera in a box, then they close the box and carry it out the doorway.",box;camera;door,A person is closing and carrying a box through a doorway.,c097 17.80 23.60;c039 4.90 17.90;c040 14.00 23.30;c043 12.90 23.60;c008 17.00 22.80,25.12
ZS1P1,T7C3,Home Office / Study (A room in a house used for work),5,6,Yes,One person sits working on a laptop laughing. A book is next to the laptop.,book;chair;laptop,A person works on a laptop while occasionally looking at an opened book.,c047 12.40 19.60;c052 24.60 35.20;c026 31.80 36.80;c032 31.80 37.80;c152 18.60 23.80;c059 0.00 41.00;c029 1.00 6.00,39.88
2H5YP,D0RU,Bathroom,6,7,Yes,"A person is tidying up the bathroom. The person puts something into the medicine cabinet, closes the cabinet door, then looks into the mirror for a moment.",cleaning brush;floor;hair;mirror;toilet,The person cleaned the floor around the toilet with a brush and water. Then the person checked their hair in the mirror.,c096 50.60 60.00;c144 54.40 60.00;c127 4.50 29.20,59.04
I6AZD,8718,Living room,2,6,Yes,"A person is sitting on a sofa covered with a blanket. The person stands, removes their shoes, and lays down.",blanket;shoe;sofa,A person readjusts a blanket.  The person the gets up and takes off their shoes then lies back down with the blanket.,c072 0.00 12.50;c057 13.00 19.40;c122 20.80 31.00;c123 0.00 12.80;c151 18.60 24.80;c154 5.80 13.40;c070 0.00 11.90;c071 6.10 13.90,30.00
99DTF,6NQX,Stairs,7,7,Yes,A person is walking up the stairs while grasping a box. They pull a phone from the box.,box;phone,A man walks upstairs carrying a box and then looks at his phone.,c040 9.80 17.00;c015 11.40 17.00;c016 6.20 17.00,15.83
QDINO,KFGP,Dining room,7,7,Yes,A person is lying on a pillow and then sneezing on dishes on a table in the dining room.,blanket;chair;pillow;table,A person is sitting at a table snuggling with a pillow. The person sneezes.,c078 0.00 17.70;c011 0.00 26.00;c153 19.30 25.70;c070 0.00 15.80;c059 0.00 26.00;c072 0.00 15.50;c071 12.00 17.60,25.42
3CPVF,R1OT,Recreation room / Man cave,5,7,Yes,"After tidying up, a person grasps for their wine glass as they sit down on the sofa holding their phone.",bed;blanket;cup;glass;phone;sofa,A person came into a room has spread a blanket down a wooden sofa and decided to browse a cellphone.,c015 0.00 31.00;c122 14.80 31.00;c107 14.20 31.00;c151 9.30 15.10;c075 0.90 15.10;c016 10.60 31.00;c134 16.00 31.00,29.96
QIQXR,P6LJ,Dining room,5,7,Yes,"A person puts on shoes, then grasps the vacuum and begins cleaning the floors.",clothes;floor;shoe;vacuum,Person putting on pink tennis shoes before vacuuming the rug around the room and under the table.,c137 15.80 63.70;c055 3.00 15.90;c127 26.10 61.40;c001 2.30 16.50,66.00
SXYLN,YA10,Garage,6,7,Yes,A person in a garage is holding groceries and a sandwich. They put the bag down and start eating the sandwich. They throw the sandwich wrapper in the garbage and leave.,bag;floor;food;groceries;sandwich;trash can,"A person is standing in a garage. The person throws a bag of groceries on the ground, eats a sandwich, and then throws the sandwich in the trash. The person then leaves the room.",c065 3.40 23.60;c020 0.00 5.40;c024 19.90 25.70;c156 3.50 23.50;c130 0.40 6.20;c022 0.20 6.30;c126 0.00 6.60;c023 27.90 31.00;c067 27.90 31.00;c061 27.90 31.00,29.88
I6B5D,HR43,Bathroom,4,6,Yes,A person is grasping at a towel while washing their teeth and reading homework.,bottle;clothes;clothing;paper;toothbrush;towel,A person is holding something in right hand and shaking it continually.  The person is holding a paper and article of clothing in the right hand.;A person brushing their teeth holding some papers.The person is reading a paper and holding a towel.The person starts to put the toothbrush back.,c000 0.00 39.00;c115 0.00 39.00;c033 0.00 39.00,38.08
MJX48,CO1W,Stairs,4,7,Yes,"A person puts a pair of shoes into a bag, then throws the bag up the stairs.",bag;shoe;window,A person is putting shoes in a bag on the stairs. He throws the bag as well.,c024 18.50 23.50;c054 6.20 15.30;c058 8.20 14.40;c023 2.40 8.80;c092 1.00 6.40;c053 8.30 13.50;c020 3.20 23.10;c056 6.30 14.40;c021 4.40 9.90;c022 18.30 23.80,30.25
YMGGV,I2IV,Living room,7,5,Yes,"A person is watching television and smiling. Then, taking a blanket from the doorway, the person wraps it around herself.",blanket;doorway;sofa/couch;television,"A person sitting on couch turns on the TV. They get up, grab a blanket, and sit back down while wrapping the blanket around themself.",c072 20.40 29.00;c132 0.00 15.00;c151 15.80 21.30;c154 8.50 13.80;c152 1.50 6.20;c073 11.70 17.90;c123 0.00 5.70;c070 13.90 22.00,28.29
J39ZC,KFGP,Home Office / Study (A room in a house used for work),6,6,Yes,A person is standing by a table.  A person is eating something from a box and drinking something.,bag;door;food;glass,A person stands in a doorway and drinks from a glass.;Someone is standing by a door eating something.,c061 20.90 26.30;c156 25.80 36.00;c020 0.00 36.00,35.17
C5BMA,CCI9,Kitchen,5,6,Yes,"The person was running through the kitchen, eating a sandwich and talking.  When the person finished running, the sandwich was put into the sink.",doorway;food;plate;sandwich;trash can,"The person walked over to the counter, picked up a sandwich, took a bite, placed it back down and then threw a portion of it away.;A person walks through the doorway into the kitchen. They pick up a sandwich and begin to eat it.",c065 13.90 25.30;c067 9.00 33.30;c068 29.00 34.00;c156 14.10 22.80;c097 0.70 7.50;c064 28.80 34.00;c061 10.40 29.30,33.46
2INEX,ZEM0,Dining room,,,Yes,A person enters the dining room and sets their cup of coffee down. They start grasping clothes out of a laundry basket and throwing them on the floor.,clothes;coffee;cup;dish;doorway;floor;laundry;table,Someone walks into a dining room with a cup in their hand. They place the cup on the table and sit down on the floor where they begin picking up clothes.;a person outs a coffee cup on a table and gets laundry and throws it on the floor where they sit,c125 6.90 30.70;c009 3.10 8.90;c107 1.30 8.30;c001 8.10 28.80;c003 8.10 28.80;c151 5.60 11.90;c002 8.10 28.80;c119 4.70 9.80;c097 0.00 7.20;c118 1.30 8.30;c154 27.60 36.70,36.12
GV40M,CLH3,Bedroom,6,7,Yes,"In a bedroom, a person is awakening. They look at a light and sneeze. Then they look towards the door and begin to get out of bed.",bed;blanket;door;light,"Person is awakening in bed by window then sneezes, , then gets up from bed and walks towards door.",c146 5.30 11.80;c154 19.70 25.00;c072 0.00 13.00;c153 10.10 16.70;c070 15.40 24.90,23.67
